"Nome","Hostname","IP","Status","Grupo"
"gua-rgr-20.208.125","gua-rgr-20.208.125","172.20.208.125","Desabilitado",""
"cvo-rgr-20.207.125","cvo-rgr-20.207.125","172.20.207.125","Desabilitado",""
"mbr-rgr-20.187.125","mbr-rgr-20.187.125","172.20.187.125","Desabilitado",""
"mbr3-rgr-20.219.125","mbr3-rgr-20.219.125","172.20.219.125","Desabilitado",""
"irn-rgr-20.198.125","irn-rgr-20.198.125","172.20.198.125","Desabilitado",""
"sma3-rgr-20.190.253","sma3-rgr-20.190.253","172.20.190.253","Desabilitado",""
"SW3-TDM-BLU","SW3-TDM-BLU","10.6.65.1","Desabilitado",""
"SW3-TDM-DOU","SW3-TDM-DOU","10.6.42.1","Desabilitado",""
"SW3-TDM-CBA","SW3-TDM-CBA","10.6.19.1","Desabilitado",""
"SW3-TDM-CGR","SW3-TDM-CGR","10.6.16.1","Desabilitado",""
"SW3-TDM-IVP","SW3-TDM-IVP","10.6.37.1","Desabilitado",""
"SW3-TDM-LON","SW3-TDM-LON","10.6.32.1","Desabilitado",""
"SW3-TDM-CMO","SW3-TDM-CMO","10.6.62.1","Desabilitado",""
"SW3-TDM-SED-CPD02","SW3-TDM-SED-CPD02","10.6.4.20","Desabilitado",""
"SW3-TDM-SED-CPD01","SW3-TDM-SED-CPD01","10.6.4.10","Desabilitado",""
"SW3-TDM-DRO","SW3-TDM-DRO","10.6.30.10","Desabilitado",""
"SW3-TDM-CNO","SW3-TDM-CNO","10.6.64.1","Desabilitado",""
"SW3-TDM-GRA","SW3-TDM-GRA","10.6.27.1","Desabilitado",""
"SW3-TDM-CAX","SW3-TDM-CAX","10.6.70.1","Desabilitado",""
"SW3-TDM-XAN","SW3-TDM-XAN","10.6.35.1","Desabilitado",""
"SW3-TDM-IJU2-CLI","SW3-TDM-IJU2-CLI","10.6.59.1","Desabilitado",""
"SW3-TDM-PFU-CLI","SW3-TDM-PFU-CLI","10.6.77.2","Desabilitado",""
"SW3-TDM-STA-CLI","SW3-TDM-STA-CLI","10.6.66.2","Desabilitado",""
"SW3-TDM-NSR","SW3-TDM-NSR","10.6.89.1","Desabilitado",""
"SW3-TDM-SCR1","SW3-TDM-SCR1","10.6.25.1","Desabilitado",""
"SW3-TDM-SMA","SW3-TDM-SMA","10.6.102.1","Desabilitado",""
"SW3-TDM-RRS","SW3-TDM-RRS","10.6.100.1","Desabilitado",""
"SW3-TDM-ALE","SW3-TDM-ALE","10.6.78.1","Desabilitado",""
"SW3-TDM-UTUR","SW3-TDM-UTUR","10.6.106.1","Desabilitado",""
"SW3-TDM-LIV2","SW3-TDM-LIV2","10.6.69.1","Desabilitado",""
"SW3-TDM-BGE","SW3-TDM-BGE","10.6.108.1","Desabilitado",""
"SW3-TDM-PME-Esul","SW3-TDM-PME-Esul","10.6.98.1","Desabilitado",""
"SW3-TDM-PLT","SW3-TDM-PLT","10.6.103.1","Desabilitado",""
"SW3-TDM-QUI","SW3-TDM-QUI","10.6.51.1","Desabilitado",""
"mim2-rgr-20.218.125","mim2-rgr-20.218.125","172.20.218.125","Desabilitado",""
"MIM2_PRI","MIM2_PRI","172.30.129.1","Desabilitado",""
"MIM2_SEC","MIM2_SEC","172.31.129.1","Desabilitado",""
"RTD-SEDE-LAR","RTD-SEDE-LAR","10.6.1.6","Desabilitado",""
"SW3-POA-PTT-RNP","SW3-POA-PTT-RNP","10.6.27.2","Desabilitado",""
"SW3-TDM-PNO","10.6.53.2","10.6.53.2","Desabilitado",""
"SW3-IJU2","SW3-IJU2","10.6.59.10","Desabilitado",""
"SW3-BLU-Comunicacao","SW3-BLU-Comunicacao","10.6.65.10","Desabilitado",""
"SW3-DRO-2","SW3-DRO-2","10.6.30.20","Desabilitado",""
"SW3-SED-TEL-PRI","SW3-SED-TEL-PRI","10.6.1.11","Desabilitado",""
"SW3-SED-TEL-SEC","SW3-SED-TEL-SEC","10.6.1.13","Desabilitado",""
"TEL-GTW-VHF_PIN2_ControlOne","TEL-GTW-VHF_PIN2_ControlOne","10.9.105.40","Desabilitado",""
"TEL-GTW-VHF_PGR_ControlOne","TEL-GTW-VHF_PGR_ControlOne","10.9.114.40","Desabilitado",""
"TEL-GTW-VHF_PFU_ControlOne","TEL-GTW-VHF_PFU_ControlOne","10.9.77.40","Desabilitado",""
"TEL-GTW-VHF_PAL_ControlOne","TEL-GTW-VHF_PAL_ControlOne","10.9.43.40","Desabilitado",""
"TEL-GTW-VHF_OSO2_ControlOne","TEL-GTW-VHF_OSO2_ControlOne","10.9.93.40","Desabilitado",""
"TEL-GTW-VHF_NSR_ControlOne","TEL-GTW-VHF_NSR_ControlOne","10.9.89.40","Desabilitado",""
"TEL-GTW-VHF_NPE2_ControlOne","TEL-GTW-VHF_NPE2_ControlOne","10.2.81.40","Desabilitado",""
"TEL-GTW-VHF_MRO2_ControlOne","TEL-GTW-VHF_MRO2_ControlOne","10.9.50.40","Desabilitado",""
"TEL-GTW-VHF_MIS_ControlOne","TEL-GTW-VHF_MIS_ControlOne","10.9.75.40","Desabilitado",""
"TEL-GTW-VHF_MIM_ControlOne","TEL-GTW-VHF_MIM_ControlOne","10.2.21.40","Desabilitado",""
"TEL-GTW-VHF_MCL_ControlOne","TEL-GTW-VHF_MCL_ControlOne","10.9.83.40","Desabilitado",""
"TEL-GTW-VHF_MCH_ControlOne","TEL-GTW-VHF_MCH_ControlOne","10.9.82.40","Desabilitado",""
"TEL-GTW-VHF_LON_ControlOne","TEL-GTW-VHF_LON_ControlOne","10.9.32.40","Desabilitado",""
"TEL-GTW-VHF_LNS_ControlOne","TEL-GTW-VHF_LNS_ControlOne","10.9.117.40","Desabilitado",""
"TEL-GTW-VHF_LGR_ControlOne","TEL-GTW-VHF_LGR_ControlOne","10.9.80.40","Desabilitado",""
"TEL-GTW-VHF_LAR_ControlOne","TEL-GTW-VHF_LAR_ControlOne","10.9.40.40","Desabilitado",""
"TEL-GTW-VHF_JOI_ControlOne","TEL-GTW-VHF_JOI_ControlOne","10.9.34.40","Desabilitado",""
"TEL-GTW-VHF_JNO_ControlOne","TEL-GTW-VHF_JNO_ControlOne","10.9.31.40","Desabilitado",""
"TEL-GTW-VHF_IVP_ControlOne","TEL-GTW-VHF_IVP_ControlOne","10.9.37.40","Desabilitado",""
"TEL-GTW-VHF_ITJ_ControlOne","TEL-GTW-VHF_ITJ_ControlOne","10.9.71.40","Desabilitado",""
"TEL-GTW-VHF_IRN_ControlOne","TEL-GTW-VHF_IRN_ControlOne","10.9.113.40","Desabilitado",""
"TEL-GTW-VHF_IJU2_ControlOne","TEL-GTW-VHF_IJU2_ControlOne","10.9.59.40","Desabilitado",""
"TEL-GTW-VHF_GUO_ControlOne","TEL-GTW-VHF_GUO_ControlOne","10.9.112.40","Desabilitado",""
"TEL-GTW-VHF_GUA_ControlOne","TEL-GTW-VHF_GUA_ControlOne","10.9.120.40","Desabilitado",""
"TEL-GTW-VHF_GRT_ControlOne","TEL-GTW-VHF_GRT_ControlOne","10.9.45.40","Desabilitado",""
"TEL-GTW-VHF_GRA_ControlOne","TEL-GTW-VHF_GRA_ControlOne","10.9.27.40","Desabilitado",""
"TEL-GTW-VHF_GRA3_ControlOne","TEL-GTW-VHF_GRA3_ControlOne","10.9.28.40","Desabilitado",""
"TEL-GTW-VHF_FCO_ControlOne","TEL-GTW-VHF_FCO_ControlOne","10.9.39.40","Desabilitado",""
"TEL-GTW-VHF_DOU_ControlOne","TEL-GTW-VHF_DOU_ControlOne","10.9.42.40","Desabilitado",""
"TEL-GTW-VHF_DOU_RBT_ControlOne","TEL-GTW-VHF_DOU_RBT_ControlOne","10.9.42.42","Desabilitado",""
"TEL-GTW-VHF_DOU_MAR_ControlOne","TEL-GTW-VHF_DOU_MAR_ControlOne","10.9.42.41","Desabilitado",""
"TEL-GTW-VHF_CNO_ControlOne","TEL-GTW-VHF_CNO_ControlOne","10.9.64.40","Desabilitado",""
"TEL-GTW-VHF_CMO_ControlOne","TEL-GTW-VHF_CMO_ControlOne","10.9.62.40","Desabilitado",""
"TEL-GTW-VHF_CGR_ControlOne","TEL-GTW-VHF_CGR_ControlOne","10.9.16.40","Desabilitado",""
"TEL-GTW-VHF_CCH_ControlOne","TEL-GTW-VHF_CCH_ControlOne","10.9.68.40","Desabilitado",""
"TEL-GTW-VHF_CBA_ControlOne","TEL-GTW-VHF_CBA_ControlOne","10.9.19.40","Desabilitado",""
"TEL-GTW-VHF_CAX_ControlOne","TEL-GTW-VHF_CAX_ControlOne","10.9.70.40","Desabilitado",""
"TEL-GTW-VHF_CAX6_ControlOne","TEL-GTW-VHF_CAX6_ControlOne","10.2.85.40","Desabilitado",""
"TEL-GTW-VHF_CAX5_ControlOne","TEL-GTW-VHF_CAX5_ControlOne","10.9.88.40","Desabilitado",""
"TEL-GTW-VHF_CAN_ControlOne","TEL-GTW-VHF_CAN_ControlOne","10.9.61.40","Desabilitado",""
"TEL-GTW-VHF_CAM3_ControlOne","TEL-GTW-VHF_CAM3_ControlOne","10.9.47.40","Desabilitado",""
"TEL-GTW-VHF_BLU_ControlOne","TEL-GTW-VHF_BLU_ControlOne","10.9.65.40","Desabilitado",""
"TEL-GTW-VHF_BIG_ControlOne","TEL-GTW-VHF_BIG_ControlOne","10.9.29.40","Desabilitado",""
"TEL-GTW-VHF_ATL2_ControlOne","TEL-GTW-VHF_ATL2_ControlOne","10.9.94.40","Desabilitado",""
"TEL-GTW-VHF_ARE_ControlOne","TEL-GTW-VHF_ARE_ControlOne","10.9.33.40","Desabilitado",""
"TEL-GTW-VHF_ANA_ControlOne","TEL-GTW-VHF_ANA_ControlOne","10.9.91.40","Desabilitado",""
"TEL-GTW-VHF_ACL_ControlOne","TEL-GTW-VHF_ACL_ControlOne","10.9.16.41","Desabilitado",""
"TEL-GTW-VHF_PNO_ControlOne","TEL-GTW-VHF_PNO_ControlOne","10.9.53.40","Desabilitado",""
"TEL-GTW-VHF_SDI_ControlOne","TEL-GTW-VHF_SDI_ControlOne","10.9.118.40","Desabilitado",""
"TEL-GTW-VHF_SOS_ControlOne","TEL-GTW-VHF_SOS_ControlOne","10.9.76.40","Desabilitado",""
"TEL-GTW-VHF_SPA2_ControlOne","TEL-GTW-VHF_SPA2_ControlOne","10.9.46.40","Desabilitado",""
"TEL-GTW-VHF_SSA_ControlOne","TEL-GTW-VHF_SSA_ControlOne","10.9.63.40","Desabilitado",""
"TEL-GTW-VHF_STA_ControlOne","TEL-GTW-VHF_STA_ControlOne","10.9.66.40","Desabilitado",""
"TEL-GTW-VHF_TPR2_ControlOne","TEL-GTW-VHF_TPR2_ControlOne","10.9.74.40","Desabilitado",""
"TEL-GTW-VHF_UHBC_ControlOne","TEL-GTW-VHF_UHBC_ControlOne","10.9.26.40","Desabilitado",""
"TEL-GTW-VHF_UHJB_ControlOne","TEL-GTW-VHF_UHJB_ControlOne","10.9.44.40","Desabilitado",""
"TEL-GTW-VHF_UHPJ_ControlOne","TEL-GTW-VHF_UHPJ_ControlOne","10.9.92.40","Desabilitado",""
"TEL-GTW-VHF_UHSD_ControlOne","TEL-GTW-VHF_UHSD_ControlOne","10.9.58.40","Desabilitado",""
"TEL-GTW-VHF_VMT_ControlOne","TEL-GTW-VHF_VMT_ControlOne","10.9.48.40","Desabilitado",""
"TEL-GTW-VHF_XAN_ControlOne","TEL-GTW-VHF_XAN_ControlOne","10.9.35.40","Desabilitado",""
"TEL-GTW-VHF_YTA_ControlOne","TEL-GTW-VHF_YTA_ControlOne","10.9.52.40","Desabilitado",""
"SW3-LAR-Escritorio","SW3-LAR-Escritorio","10.6.40.9","Desabilitado",""
"SW-SED-CPD_Gerencia_2","SW-SED-CPD_Gerencia_2","10.6.1.5","Desabilitado",""
"SW3-GUO","SW3-GUO","10.6.112.1","Desabilitado",""
"SW3-IRN","SW3-IRN","10.6.113.1","Desabilitado",""
"SW3-GUA","SW3-GUA","10.6.120.1","Desabilitado",""
"SW3-SDI","SW3-SDI","10.6.118.1","Desabilitado",""
"SW3-VMT","SW3-VMT","10.6.48.1","Desabilitado",""
"SW3-SPA2","SW3-SPA2","10.6.46.4","Desabilitado",""
"SW3-PME-Ebras","SW3-PME-Ebras","10.6.98.2","Desabilitado",""
"SW Gerencia","SW Gerencia","10.6.1.3","Desabilitado",""
"SW3-DOU-AUX","SW3-DOU-AUX","10.6.42.10","Desabilitado",""
"SW3-DOU-Linhas","SW3-DOU-Linhas","10.6.42.3","Desabilitado",""
"SW3-CGR-ADM","SW3-CGR-ADM","10.6.16.9","Desabilitado",""
"SW3-CGR-Manut","SW3-CGR-Manut","10.6.16.8","Desabilitado",""
"SW3-UHSD-QTL_12","SW3-UHSD-QTL_12","10.6.58.12","Desabilitado",""
"RTD-SED-26.30","RTD-SED-26.30","172.16.26.30","Desabilitado",""
"SW3-UHJB","SW3-UHJB","10.6.44.1","Desabilitado",""
"SW3-JOI-ESCRI","SW3-JOI-ESCRI","10.6.34.9","Desabilitado",""
"SW3-CAX5","SW3-CAX5","10.2.88.1","Desabilitado",""
"SW3-NPE2","SW3-NPE2","10.6.81.1","Desabilitado",""
"SW3-ARE-Escr","SW3-ARE-Escr","10.6.33.9","Desabilitado",""
"SW3-ARE-AUX","SW3-ARE-AUX","10.6.33.10","Desabilitado",""
"SW3-SMA3","SW3-SMA3","10.6.95.1","Desabilitado",""
"15600-01","15600-01","10.6.1.240","Desabilitado",""
"15600-02","15600-02","10.6.1.242","Desabilitado",""
"Roteador Medicao Velho","Roteador Medicao Velho","177.10.112.115","Desabilitado",""
"Roteador Medicao Novo","Roteador Medicao Novo","177.10.112.116","Desabilitado",""
"Roteador Medicao Terceiros","Roteador Medicao Terceiros","177.10.112.117","Desabilitado",""
"SW3-SSA","SW3-SSA","10.6.63.1","Desabilitado",""
"SW3-DRO-AUX","SW3-DRO-AUX","10.6.30.9","Desabilitado",""
"SW3-XAN-Escr","SW3-XAN-Escr","10.6.35.10","Desabilitado",""
"SW3-LON-AUX","SW3-LON-AUX","10.6.32.10","Desabilitado",""
"CNG2_SEC","CNG2_SEC","172.20.222.252","Desabilitado",""
"SW3-LIV3","SW3-LIV3","10.6.79.1","Desabilitado",""
"SW3-CNG2","SW3-CNG2","10.6.96.1","Desabilitado",""
"TELECONTROLE_MIS_redeB","TELECONTROLE_MIS_redeB","172.16.93.62","Desabilitado",""
"EDD-SMA3-11","EDD-SMA3-11","10.6.95.11","Desabilitado",""
"EDD-MIS","EDD-MIS","10.6.75.10","Desabilitado",""
"liv3-rgr-224.253","liv3-rgr-224.253","172.20.224.253","Desabilitado",""
"cng2-rgr-222.253","cng2-rgr-222.253","172.20.222.253","Desabilitado",""
"Sincronizador - OSA 5422 - SE CBA","Sincronizador - OSA 5422 - SE CBA","192.168.192.134","Desabilitado",""
"SW3-DRO101-DM","SW3-DRO101-DM","10.6.30.11","Desabilitado",""
"SW3-DRO102-DM","SW3-DRO102-DM","10.6.30.12","Desabilitado",""
"SW3-CBA-Convivencia","SW3-CBA-Convivencia","10.6.19.4","Desabilitado",""
"SW3-SED-Rack-B","SW3-SED-Rack-B","10.6.4.102","Desabilitado",""
"SW3-SER-Auditorio","SW3-SER-Auditorio","10.6.86.8","Desabilitado",""
"SW3-SER-DEML","SW3-SER-DEML","10.6.86.17","Desabilitado",""
"SW3-SED-Auditorio","SW3-SED-Auditorio","10.6.4.129","Desabilitado",""
"SW3-SED-CPD03","SW3-SED-CPD03","10.6.1.2","Desabilitado",""
"SW3-CAP-Comunicacao","SW3-CAP-Comunicacao","10.6.41.9","Desabilitado",""
"SW3-SER-SMPAL","SW3-SER-SMPAL","10.6.86.15","Desabilitado",""
"SW3-SER_DEME-1","SW3-SER_DEME-1","10.6.86.5","Desabilitado",""
"SW3-STA-Escri","SW3-STA-Escri","10.6.66.10","Desabilitado",""
"Mimoso_10","Mimoso_10","192.168.21.10","Desabilitado",""
"SW3-FAR-Escr","SW3-FAR-Escr","192.168.36.9","Desabilitado",""
"SW3-CBA-Central2","10.6.19.5","10.6.19.5","Desabilitado",""
"SW3-CBA-Oficina","SW3-CBA-Oficina","10.6.19.3","Desabilitado",""
"CAM-ABT-01","CAM-ABT-01","10.3.54.201","Desabilitado",""
"CAM-ABT-02","CAM-ABT-02","10.3.54.202","Desabilitado",""
"CAM-ANA-01","CAM-ANA-01","10.3.91.200","Desabilitado",""
"CAM-ANA-02","CAM-ANA-02","10.3.91.201","Desabilitado",""
"CAM-ANA-03","CAM-ANA-03","10.3.91.202","Desabilitado",""
"CAM-ARE-01","CAM-ARE-01","10.3.33.201","Desabilitado",""
"CAM-ARE-02","CAM-ARE-02","10.3.33.202","Desabilitado",""
"CAM-ARE-03","CAM-ARE-03","10.3.33.203","Desabilitado",""
"CAM-ARE-04","CAM-ARE-04","10.3.33.204","Desabilitado",""
"CAM-ARE-05","CAM-ARE-05","10.3.33.205","Desabilitado",""
"CAM-ARE-06","CAM-ARE-06","10.3.33.206","Desabilitado",""
"CAM-ARE-07","CAM-ARE-07","10.3.33.207","Desabilitado",""
"CAM-ARE-08","CAM-ARE-08","10.3.33.208","Desabilitado",""
"CAM-ARE-09","CAM-ARE-09","10.3.33.209","Desabilitado",""
"CAM-ARE-10","CAM-ARE-10","10.3.33.210","Desabilitado",""
"CAM-ARE-11","CAM-ARE-11","10.3.33.211","Desabilitado",""
"CAM-ATL2-01","CAM-ATL2-01","10.3.94.201","Desabilitado",""
"CAM-ATL2-02","CAM-ATL2-02","10.3.94.202","Desabilitado",""
"CAM-BIG-01","CAM-BIG-01","10.3.29.202","Desabilitado",""
"CAM-BIG-02","CAM-BIG-02","10.3.29.203","Desabilitado",""
"CAM-BIG-03","CAM-BIG-03","10.3.29.204","Desabilitado",""
"CAM-BIG-04","CAM-BIG-04","10.3.29.205","Desabilitado",""
"CAM-BIG-05","CAM-BIG-05","10.3.29.206","Desabilitado",""
"CAM-BIG-06","CAM-BIG-06","10.3.29.207","Desabilitado",""
"CAM-BIG-07","CAM-BIG-07","10.3.29.208","Desabilitado",""
"CAM-BIG-09","CAM-BIG-09","10.3.29.210","Desabilitado",""
"CAM-BIG-10","CAM-BIG-10","10.3.29.211","Desabilitado",""
"CAM-BIG-11","CAM-BIG-11","10.3.29.212","Desabilitado",""
"CAM-BIG-12","CAM-BIG-12","10.3.29.200","Desabilitado",""
"CAM-BIG-13","CAM-BIG-13","10.3.29.201","Desabilitado",""
"CAM-BIG-COC-01","CAM-BIG-COC-01","10.3.29.213","Desabilitado",""
"CAM-BLU-01","CAM-BLU-01","10.3.65.201","Desabilitado",""
"CAM-BLU-02","CAM-BLU-02","10.3.65.202","Desabilitado",""
"CAM-BLU-03","CAM-BLU-03","10.3.65.203","Desabilitado",""
"CAM-BLU-04","CAM-BLU-04","10.3.65.204","Desabilitado",""
"CAM-BLU-05","CAM-BLU-05","10.3.65.205","Desabilitado",""
"CAM-BLU-06","CAM-BLU-06","10.3.65.206","Desabilitado",""
"CAM-BLU-07","CAM-BLU-07","10.3.65.207","Desabilitado",""
"CAM-BLU-08","CAM-BLU-08","10.3.65.208","Desabilitado",""
"CAM-BLU-09","CAM-BLU-09","10.3.65.209","Desabilitado",""
"CAM-BLU-10","CAM-BLU-10","10.3.65.210","Desabilitado",""
"CAM-BLU-11","CAM-BLU-11","10.3.65.211","Desabilitado",""
"CAM-BLU-12","CAM-BLU-12","10.3.65.212","Desabilitado",""
"CAM-BLU-13","CAM-BLU-13","10.3.65.213","Desabilitado",""
"CAM-BLU-Telecom","CAM-BLU-Telecom","10.3.65.200","Desabilitado",""
"CAM-GUO-01","CAM-GUO-01","10.3.112.201","Desabilitado",""
"CAM-GUO-02","CAM-GUO-02","10.3.112.202","Desabilitado",""
"CAM-GUO-03","CAM-GUO-03","10.3.112.203","Desabilitado",""
"CAM-GUO-04","CAM-GUO-04","10.3.112.204","Desabilitado",""
"CAM-GUO-05","CAM-GUO-05","10.3.112.205","Desabilitado",""
"CAM-GUO-06","CAM-GUO-06","10.3.112.206","Desabilitado",""
"CAM-CAN-01","CAM-CAN-01","10.3.61.200","Desabilitado",""
"CAM-CAN-02","CAM-CAN-02","10.3.61.201","Desabilitado",""
"CAM-CAN-03","CAM-CAN-03","10.3.61.202","Desabilitado",""
"CAM-CAX-01","CAM-CAX-01","10.3.70.200","Desabilitado",""
"CAM-CAX-02","CAM-CAX-02","10.3.70.201","Desabilitado",""
"CAM-CAX-03","CAM-CAX-03","10.3.70.202","Desabilitado",""
"CAM-CAX-04","CAM-CAX-04","10.3.70.203","Desabilitado",""
"CAM-CAX-05","CAM-CAX-05","10.3.70.204","Desabilitado",""
"CAM-CAX-06","CAM-CAX-06","10.3.70.205","Desabilitado",""
"CAM-CAX-07","CAM-CAX-07","10.3.70.206","Desabilitado",""
"CAM-CAX-08","CAM-CAX-08","10.3.70.207","Desabilitado",""
"CAM-CAX-09","CAM-CAX-09","10.3.70.208","Desabilitado",""
"CAM-CAX-10","CAM-CAX-10","10.3.70.209","Desabilitado",""
"CAM-CAX5-01","CAM-CAX5-01","10.3.88.200","Desabilitado",""
"CAM-CAX5-02","CAM-CAX5-02","10.3.88.201","Desabilitado",""
"CAM-CAX5-03","CAM-CAX5-03","10.3.88.202","Desabilitado",""
"CAM-CAX5-04","CAM-CAX5-04","10.3.88.203","Desabilitado",""
"CAM-CAX5-05","CAM-CAX5-05","10.3.88.204","Desabilitado",""
"CAM-CAX5-06","CAM-CAX5-06","10.3.88.205","Desabilitado",""
"CAM-CAX6-01","CAM-CAX6-01","10.2.85.201","Desabilitado",""
"CAM-CBA-01","CAM-CBA-01","10.3.19.205","Desabilitado",""
"CAM-CBA-02","CAM-CBA-02","10.3.19.201","Desabilitado",""
"CAM-CBA-04","CAM-CBA-04","10.3.19.206","Desabilitado",""
"CAM-CBA-05","CAM-CBA-05","10.3.19.207","Desabilitado",""
"CAM-CGR-01","CAM-CGR-01","10.3.16.201","Desabilitado",""
"CAM-CGR-02","CAM-CGR-02","10.3.16.202","Desabilitado",""
"CAM-CGR-03","CAM-CGR-03","10.3.16.203","Desabilitado",""
"CAM-CGR-04","CAM-CGR-04","10.3.16.204","Desabilitado",""
"CAM-CGR-05","CAM-CGR-05","10.3.16.205","Desabilitado",""
"CAM-CHA-01","CAM-CHA-01","10.2.73.201","Desabilitado",""
"CAM-CHA-02","CAM-CHA-02","10.2.73.202","Desabilitado",""
"CAM-CHA-03","CAM-CHA-03","10.2.73.203","Desabilitado",""
"CAM-CHA-04","CAM-CHA-04","10.2.73.204","Desabilitado",""
"CAM-CMO-01","CAM-CMO-01","10.3.62.200","Desabilitado",""
"CAM-CMO-02","CAM-CMO-02","10.3.62.201","Desabilitado",""
"CAM-CNO-01","CAM-CNO-01","10.3.64.202","Desabilitado",""
"CAM-CNO-02","CAM-CNO-02","10.3.64.203","Desabilitado",""
"CAM-CNO-03","CAM-CNO-03","10.3.64.204","Desabilitado",""
"CAM-CNO-04","CAM-CNO-04","10.3.64.205","Desabilitado",""
"CAM-CNO-05","CAM-CNO-05","10.3.64.206","Desabilitado",""
"CAM-CNO-06","CAM-CNO-06","10.3.64.207","Desabilitado",""
"CAM-CNO-07","CAM-CNO-07","10.3.64.208","Desabilitado",""
"CAM-CNO-08","CAM-CNO-08","10.3.64.209","Desabilitado",""
"CAM-CNO-09","CAM-CNO-09","10.3.64.210","Desabilitado",""
"CAM-CNO-10","CAM-CNO-10","10.3.64.211","Desabilitado",""
"CAM-CNO-11","CAM-CNO-11","10.3.64.212","Desabilitado",""
"CAM-CNE-10","CAM-CNE-10","10.3.125.201","Desabilitado",""
"CAM-CNO-Telecom","CAM-CNO-Telecom","10.3.64.201","Desabilitado",""
"CAM-CVO-01","CAM-CVO-01","10.3.121.200","Desabilitado",""
"CAM-CVO-02","CAM-CVO-02","10.3.121.201","Desabilitado",""
"CAM-DOU-01","CAM-DOU-01","10.3.42.200","Desabilitado",""
"CAM-DOU-02","CAM-DOU-02","10.3.42.201","Desabilitado",""
"CAM-DOU-03","CAM-DOU-03","10.3.42.202","Desabilitado",""
"CAM-DOU-04","CAM-DOU-04","10.3.42.203","Desabilitado",""
"CAM-DRO-01","CAM-DRO-01","10.3.30.201","Desabilitado",""
"CAM-DRO-02","CAM-DRO-02","10.3.30.202","Desabilitado",""
"CAM-FAR-01","CAM-FAR-01","10.3.36.200","Desabilitado",""
"CAM-FAR-02","CAM-FAR-02","10.3.36.201","Desabilitado",""
"CAM-FAR-03","CAM-FAR-03","10.3.36.202","Desabilitado",""
"CAM-FAR-04","CAM-FAR-04","10.3.36.203","Desabilitado",""
"CAM-FAR-05","CAM-FAR-05","10.3.36.204","Desabilitado",""
"CAM-FCO-01","CAM-FCO-01","10.3.39.201","Desabilitado",""
"CAM-FCO-02","CAM-FCO-02","10.3.39.202","Desabilitado",""
"CAM-FCO-03","CAM-FCO-03","10.3.39.203","Desabilitado",""
"CAM-FCO-04","CAM-FCO-04","10.3.39.204","Desabilitado",""
"CAM-FCO-05","CAM-FCO-05","10.3.39.205","Desabilitado",""
"CAM-FCO-06","CAM-FCO-06","10.3.39.206","Desabilitado",""
"CAM-FCO-07","CAM-FCO-07","10.3.39.207","Desabilitado",""
"CAM-FHA-01","CAM-FHA-01","10.3.57.200","Desabilitado",""
"CAM-FHA-02","CAM-FHA-02","10.3.57.201","Desabilitado",""
"CAM-GAR1-01","CAM-GAR1-01","10.2.22.200","Desabilitado",""
"CAM-GAR1-02","CAM-GAR1-02","10.2.22.201","Desabilitado",""
"CAM-GAS2-01","CAM-GAS2-01","10.3.84.200","Desabilitado",""
"CAM-GAS2-02","CAM-GAS2-02","10.3.84.201","Desabilitado",""
"CAM-GRA-01","CAM-GRA-01","10.3.27.200","Desabilitado",""
"CAM-GRA-02","CAM-GRA-02","10.3.27.206","Desabilitado",""
"CAM-GRA-06","CAM-GRA-06","10.3.27.207","Desabilitado",""
"CAM-GRA-03","CAM-GRA-03","10.3.27.203","Desabilitado",""
"CAM-GRA-04","CAM-GRA-04","10.3.27.204","Desabilitado",""
"CAM-GRA-05","CAM-GRA-05","10.3.27.205","Desabilitado",""
"CAM-GRA2-01","CAM-GRA2-01","10.3.27.201","Desabilitado",""
"CAM-GRA2-02","CAM-GRA2-02","10.3.27.202","Desabilitado",""
"CAM-GRA3-01","CAM-GRA3-01","10.3.28.201","Desabilitado",""
"CAM-GRA3-02","CAM-GRA3-02","10.3.28.202","Desabilitado",""
"CAM-GRA3-03","CAM-GRA3-03","10.3.28.203","Desabilitado",""
"CAM-GRA3-04","CAM-GRA3-04","10.3.28.204","Desabilitado",""
"CAM-GRA3-05","CAM-GRA3-05","10.3.28.205","Desabilitado",""
"CAM-GRT-01","CAM-GRT-01","10.3.45.201","Desabilitado",""
"CAM-GRT-02","CAM-GRT-02","10.3.45.202","Desabilitado",""
"CAM-GUA-01","CAM-GUA-01","10.3.120.200","Desabilitado",""
"CAM-GUA-02","CAM-GUA-02","10.3.120.201","Desabilitado",""
"CAM-IJU2-01","CAM-IJU2-01","10.3.59.201","Desabilitado",""
"CAM-IJU2-02","CAM-IJU2-02","10.3.59.202","Desabilitado",""
"CAM-IJU2-03","CAM-IJU2-03","10.3.59.203","Desabilitado",""
"CAM-ITJ-01","CAM-ITJ-01","10.3.71.200","Desabilitado",""
"CAM-ITJ-02","CAM-ITJ-02","10.3.71.201","Desabilitado",""
"CAM-ITJ-03","CAM-ITJ-03","10.3.71.202","Desabilitado",""
"CAM-ITJ-04","CAM-ITJ-04","10.3.71.203","Desabilitado",""
"CAM-IVP-01","CAM-IVP-01","10.3.37.200","Desabilitado",""
"CAM-IVP-02","CAM-IVP-02","10.3.37.201","Desabilitado",""
"CAM-IVP-03","CAM-IVP-03","10.3.37.202","Desabilitado",""
