"Nome";"IP";"Grupo"
"TEL-GTW-VHF_SOS_ControlOne";"10.9.76.40";"VHF"
"TEL-GTW-VHF_SPA2_ControlOne";"10.9.46.40";"VHF"
"TEL-GTW-VHF_SSA_ControlOne";"10.9.63.40";"VHF"
"TEL-GTW-VHF_STA_ControlOne";"10.9.66.40";"VHF"
"TEL-GTW-VHF_TPR2_ControlOne";"10.9.74.40";"VHF"
"TEL-GTW-VHF_UHBC_ControlOne";"10.9.26.40";"VHF"
"TEL-GTW-VHF_UHJB_ControlOne";"10.9.44.40";"VHF"
"TEL-GTW-VHF_UHPJ_ControlOne";"10.9.92.40";"VHF"
"TEL-GTW-VHF_UHSD_ControlOne";"10.9.58.40";"VHF"
"TEL-GTW-VHF_VMT_ControlOne";"10.9.48.40";"VHF"
"TEL-GTW-VHF_XAN_ControlOne";"10.9.35.40";"VHF"
"TEL-GTW-VHF_YTA_ControlOne";"10.9.52.40";"VHF"
"SW3-LAR-Escritorio";"10.6.40.9";"SW-Extreme"
"SW-SED-CPD_Gerencia_2";"10.6.1.5";"SW-Extreme"
"SW3-GUO";"10.6.112.1";"SW-Extreme"
"SW3-IRN";"10.6.113.1";"SW-Extreme"
"SW3-GUA";"10.6.120.1";"SW-Extreme"
"SW3-SDI";"10.6.118.1";"SW-Extreme"
"SW3-VMT";"10.6.48.1";"SW-Extreme"
"SW3-SPA2";"10.6.46.4";"SW-Extreme"
"SW3-PME-Ebras";"10.6.98.2";"SW-Extreme"
"SW Gerencia";"10.6.1.3";"Discovered hosts"
"SW3-DOU-AUX";"10.6.42.10";"SW-Extreme"
"SW3-DOU-Linhas";"10.6.42.3";"Corporativa"
"SW3-CGR-ADM";"10.6.16.9";"SW-Extreme"
"SW3-CGR-Manut";"10.6.16.8";"SW-Extreme"
"SW3-UHSD-QTL_12";"10.6.58.12";"SW-Extreme"
"RTD-SED-26.30";"172.16.26.30";"Discovered hosts"
"SW3-UHJB";"10.6.44.1";"SW-Extreme"
"SW3-JOI-ESCRI";"10.6.34.9";"SW-Extreme"
"SW3-CAX5";"10.2.88.1";"Corporativa"
"SW3-NPE2";"10.6.81.1";"Corporativa"
"SW3-ARE-Escr";"10.6.33.9";"SW-Extreme"
"SW3-ARE-AUX";"10.6.33.10";"SW-Extreme"
"SW3-SMA3";"10.6.95.1";"SW-Extreme"
"15600-01";"10.6.1.240";"Corporativa"
"15600-02";"10.6.1.242";"Corporativa"
"Roteador Medicao Velho";"177.10.112.115";"Corporativa"
"Roteador Medicao Novo";"177.10.112.116";"Corporativa"
"Roteador Medicao Terceiros";"177.10.112.117";"Corporativa"
"SW3-SSA";"10.6.63.1";"SW-Extreme"
"SW3-DRO-AUX";"10.6.30.9";"SW-Extreme"
"SW3-XAN-Escr";"10.6.35.10";"SW-Extreme"
"SW3-LON-AUX";"10.6.32.10";"SW-Extreme"
"CNG2_SEC";"172.20.222.252";"Discovered hosts"
"SW3-LIV3";"10.6.79.1";"SW-Extreme"
"SW3-CNG2";"10.6.96.1";"SW-Extreme"
"TELECONTROLE_MIS_redeB";"172.16.93.62";"Disponibilidade_Telecontrole"
"EDD-SMA3-11";"10.6.95.11";"Discovered hosts"
"EDD-MIS";"10.6.75.10";"Discovered hosts"
"liv3-rgr-224.253";"172.20.224.253";"Discovered hosts"
"cng2-rgr-222.253";"172.20.222.253";"Discovered hosts"
"Sincronizador - OSA 5422 - SE CBA";"192.168.192.134";"Corporativa"
"SW3-DRO101-DM";"10.6.30.11";"Corporativa"
"SW3-DRO102-DM";"10.6.30.12";"Corporativa"
"SW3-CBA-Convivencia";"10.6.19.4";"SW-Extreme"
"SW3-SED-Rack-B";"10.6.4.102";"SW-Extreme"
"SW3-SER-Auditorio";"10.6.86.8";"SW-Extreme"
"SW3-SER-DEML";"10.6.86.17";"SW-Extreme"
"SW3-SED-Auditorio";"10.6.4.129";"SW-Extreme"
"SW3-SED-CPD03";"10.6.1.2";"SW-Extreme"
"SW3-CAP-Comunicacao";"10.6.41.9";"SW-Extreme"
"SW3-SER-SMPAL";"10.6.86.15";"SW-Extreme"
"SW3-SER_DEME-1";"10.6.86.5";"SW-Extreme"
"SW3-STA-Escri";"10.6.66.10";"SW-Extreme"
"Mimoso_10";"192.168.21.10";"Corporativa"
"SW3-FAR-Escr";"192.168.36.9";"SW-Extreme"
"SW3-CBA-Central2";"10.6.19.5";"SW-Extreme"
"SW3-CBA-Oficina";"10.6.19.3";"SW-Extreme"
"CAM-ABT-01";"10.3.54.201";"CFTV"
"CAM-ABT-02";"10.3.54.202";"CFTV"
"CAM-ANA-01";"10.3.91.200";"CFTV"
"CAM-ANA-02";"10.3.91.201";"CFTV"
"CAM-ANA-03";"10.3.91.202";"CFTV"
"CAM-ARE-01";"10.3.33.201";"CFTV"
"CAM-ARE-02";"10.3.33.202";"CFTV"
"CAM-ARE-03";"10.3.33.203";"CFTV"
"CAM-ARE-04";"10.3.33.204";"CFTV"
"CAM-ARE-05";"10.3.33.205";"CFTV"
"CAM-ARE-06";"10.3.33.206";"CFTV"
"CAM-ARE-07";"10.3.33.207";"CFTV"
"CAM-ARE-08";"10.3.33.208";"CFTV"
"CAM-ARE-09";"10.3.33.209";"CFTV"
"CAM-ARE-10";"10.3.33.210";"CFTV"
"CAM-ARE-11";"10.3.33.211";"CFTV"
"CAM-ATL2-01";"10.3.94.201";"CFTV"
"CAM-ATL2-02";"10.3.94.202";"CFTV"
"CAM-BIG-01";"10.3.29.202";"CFTV"
"CAM-BIG-02";"10.3.29.203";"CFTV"
"CAM-BIG-03";"10.3.29.204";"CFTV"
"CAM-BIG-04";"10.3.29.205";"CFTV"
"CAM-BIG-05";"10.3.29.206";"CFTV"
"CAM-BIG-06";"10.3.29.207";"CFTV"
"CAM-BIG-07";"10.3.29.208";"CFTV"
"CAM-BIG-09";"10.3.29.210";"CFTV"
"CAM-BIG-10";"10.3.29.211";"CFTV"
"CAM-BIG-11";"10.3.29.212";"CFTV"
"CAM-BIG-12";"10.3.29.200";"CFTV"
"CAM-BIG-13";"10.3.29.201";"CFTV"
"CAM-BIG-COC-01";"10.3.29.213";"CFTV"
"CAM-BLU-01";"10.3.65.201";"CFTV"
"CAM-BLU-02";"10.3.65.202";"CFTV"
"CAM-BLU-03";"10.3.65.203";"CFTV"
"CAM-BLU-04";"10.3.65.204";"CFTV"
"CAM-BLU-05";"10.3.65.205";"CFTV"
"CAM-BLU-06";"10.3.65.206";"CFTV"
"CAM-BLU-07";"10.3.65.207";"CFTV"
"CAM-BLU-08";"10.3.65.208";"CFTV"
"CAM-BLU-09";"10.3.65.209";"CFTV"
"CAM-BLU-10";"10.3.65.210";"CFTV"
"CAM-BLU-11";"10.3.65.211";"CFTV"
"CAM-BLU-12";"10.3.65.212";"CFTV"
"CAM-BLU-13";"10.3.65.213";"CFTV"
"CAM-BLU-Telecom";"10.3.65.200";"CFTV"
"CAM-GUO-01";"10.3.112.201";"CFTV"
"CAM-GUO-02";"10.3.112.202";"CFTV"
"CAM-GUO-03";"10.3.112.203";"CFTV"
"CAM-GUO-04";"10.3.112.204";"CFTV"
"CAM-GUO-05";"10.3.112.205";"CFTV"
"CAM-GUO-06";"10.3.112.206";"CFTV"
"CAM-CAN-01";"10.3.61.200";"CFTV"
"CAM-CAN-02";"10.3.61.201";"CFTV"
"CAM-CAN-03";"10.3.61.202";"CFTV"
"CAM-CAX-01";"10.3.70.200";"CFTV"
"CAM-CAX-02";"10.3.70.201";"CFTV"
"CAM-CAX-03";"10.3.70.202";"CFTV"
"CAM-CAX-04";"10.3.70.203";"CFTV"
"CAM-CAX-05";"10.3.70.204";"CFTV"
"CAM-CAX-06";"10.3.70.205";"CFTV"
"CAM-CAX-07";"10.3.70.206";"CFTV"
"CAM-CAX-08";"10.3.70.207";"CFTV"
"CAM-CAX-09";"10.3.70.208";"CFTV"
"CAM-CAX-10";"10.3.70.209";"CFTV"
"CAM-CAX5-01";"10.3.88.200";"CFTV"
"CAM-CAX5-02";"10.3.88.201";"CFTV"
"CAM-CAX5-03";"10.3.88.202";"CFTV"
"CAM-CAX5-04";"10.3.88.203";"CFTV"
"CAM-CAX5-05";"10.3.88.204";"CFTV"
"CAM-CAX5-06";"10.3.88.205";"CFTV"
"CAM-CAX6-01";"10.2.85.201";"CFTV"
"CAM-CBA-01";"10.3.19.205";"CFTV"
"CAM-CBA-02";"10.3.19.201";"CFTV"
"CAM-CBA-04";"10.3.19.206";"CFTV"
"CAM-CBA-05";"10.3.19.207";"CFTV"
"CAM-CGR-01";"10.3.16.201";"CFTV"
"CAM-CGR-02";"10.3.16.202";"CFTV"
"CAM-CGR-03";"10.3.16.203";"CFTV"
"CAM-CGR-04";"10.3.16.204";"CFTV"
"CAM-CGR-05";"10.3.16.205";"CFTV"
"CAM-CHA-01";"10.2.73.201";"CFTV"
"CAM-CHA-02";"10.2.73.202";"CFTV"
"CAM-CHA-03";"10.2.73.203";"CFTV"
"CAM-CHA-04";"10.2.73.204";"CFTV"
"CAM-CMO-01";"10.3.62.200";"CFTV"
"CAM-CMO-02";"10.3.62.201";"CFTV"
"CAM-CNO-01";"10.3.64.202";"CFTV"
"CAM-CNO-02";"10.3.64.203";"CFTV"
"CAM-CNO-03";"10.3.64.204";"CFTV"
"CAM-CNO-04";"10.3.64.205";"CFTV"
"CAM-CNO-05";"10.3.64.206";"CFTV"
"CAM-CNO-06";"10.3.64.207";"CFTV"
"CAM-CNO-07";"10.3.64.208";"CFTV"
"CAM-CNO-08";"10.3.64.209";"CFTV"
"CAM-CNO-09";"10.3.64.210";"CFTV"
"CAM-CNO-10";"10.3.64.211";"CFTV"
"CAM-CNO-11";"10.3.64.212";"CFTV"
"CAM-CNE-10";"10.3.125.201";"CFTV"
"CAM-CNO-Telecom";"10.3.64.201";"CFTV"
"CAM-CVO-01";"10.3.121.200";"CFTV"
"CAM-CVO-02";"10.3.121.201";"CFTV"
"CAM-DOU-01";"10.3.42.200";"CFTV"
"CAM-DOU-02";"10.3.42.201";"CFTV"
"CAM-DOU-03";"10.3.42.202";"CFTV"
"CAM-DOU-04";"10.3.42.203";"CFTV"
"CAM-DRO-01";"10.3.30.201";"CFTV"
"CAM-DRO-02";"10.3.30.202";"CFTV"
"CAM-FAR-01";"10.3.36.200";"CFTV"
"CAM-FAR-02";"10.3.36.201";"CFTV"
"CAM-FAR-03";"10.3.36.202";"CFTV"
"CAM-FAR-04";"10.3.36.203";"CFTV"
"CAM-FAR-05";"10.3.36.204";"CFTV"
"CAM-FCO-01";"10.3.39.201";"CFTV"
"CAM-FCO-02";"10.3.39.202";"CFTV"
"CAM-FCO-03";"10.3.39.203";"CFTV"
"CAM-FCO-04";"10.3.39.204";"CFTV"
"CAM-FCO-05";"10.3.39.205";"CFTV"
"CAM-FCO-06";"10.3.39.206";"CFTV"
"CAM-FCO-07";"10.3.39.207";"CFTV"
"CAM-FHA-01";"10.3.57.200";"CFTV"
"CAM-FHA-02";"10.3.57.201";"CFTV"
"CAM-GAR1-01";"10.2.22.200";"CFTV"
"CAM-GAR1-02";"10.2.22.201";"CFTV"
"CAM-GAS2-01";"10.3.84.200";"CFTV"
"CAM-GAS2-02";"10.3.84.201";"CFTV"
"CAM-GRA-01";"10.3.27.200";"CFTV"
"CAM-GRA-02";"10.3.27.206";"CFTV"
"CAM-GRA-06";"10.3.27.207";"CFTV"
"CAM-GRA-03";"10.3.27.203";"CFTV"
"CAM-GRA-04";"10.3.27.204";"CFTV"
"CAM-GRA-05";"10.3.27.205";"CFTV"
"CAM-GRA2-01";"10.3.27.201";"CFTV"
"CAM-GRA2-02";"10.3.27.202";"CFTV"
"CAM-GRA3-01";"10.3.28.201";"CFTV"
"CAM-GRA3-02";"10.3.28.202";"CFTV"
"CAM-GRA3-03";"10.3.28.203";"CFTV"
"CAM-GRA3-04";"10.3.28.204";"CFTV"
"CAM-GRA3-05";"10.3.28.205";"CFTV"
"CAM-GRT-01";"10.3.45.201";"CFTV"
"CAM-GRT-02";"10.3.45.202";"CFTV"
"CAM-GUA-01";"10.3.120.200";"CFTV"
"CAM-GUA-02";"10.3.120.201";"CFTV"
"CAM-IJU2-01";"10.3.59.201";"CFTV"
"CAM-IJU2-02";"10.3.59.202";"CFTV"
"CAM-IJU2-03";"10.3.59.203";"CFTV"
"CAM-ITJ-01";"10.3.71.200";"CFTV"
"CAM-ITJ-02";"10.3.71.201";"CFTV"
"CAM-ITJ-03";"10.3.71.202";"CFTV"
"CAM-ITJ-04";"10.3.71.203";"CFTV"
"CAM-IVP-01";"10.3.37.200";"CFTV"
"CAM-IVP-02";"10.3.37.201";"CFTV"
"CAM-IVP-03";"10.3.37.202";"CFTV"
"CAM-IVP-04";"10.3.37.203";"CFTV"
"CAM-IVP-05";"10.3.37.204";"CFTV"
"CAM-JLA-01";"10.3.41.200";"CFTV"
"CAM-JLA-02";"10.3.41.201";"CFTV"
"CAM-JNO-01";"10.3.31.200";"CFTV"
"CAM-JNO-02";"10.3.31.201";"CFTV"
"CAM-JNO-03";"10.3.31.202";"CFTV"
"CAM-JNO-04";"10.3.31.203";"CFTV"
"CAM-JNO-05";"10.3.31.204";"CFTV"
"CAM-JNO-06";"10.3.31.205";"CFTV"
"CAM-JNO-07";"10.3.31.206";"CFTV"
"CAM-JNO-08";"10.3.31.207";"CFTV"
"CAM-JNO-09";"10.3.31.208";"CFTV"
"CAM-JOI-01";"10.3.34.200";"CFTV"
"CAM-JOI-02";"10.3.34.201";"CFTV"
"CAM-JOI-03";"10.3.34.202";"CFTV"
"CAM-JOI-04";"10.3.34.203";"CFTV"
"CAM-JOI-05";"10.3.34.204";"CFTV"
"CAM-JOI-06";"10.3.34.205";"CFTV"
"CAM-LGR-01";"10.3.80.200";"CFTV"
"CAM-LGR-02";"10.3.80.201";"CFTV"
"CAM-LGR-03";"10.3.80.202";"CFTV"
"CAM-LNA-01";"10.3.115.200";"CFTV"
"CAM-LNA-02";"10.3.115.201";"CFTV"
"CAM-LNS-01";"10.3.117.201";"CFTV"
"CAM-LNS-02";"10.3.117.202";"CFTV"
"CAM-LNS-03";"10.3.117.203";"CFTV"
"CAM-LNS-04";"10.3.117.204";"CFTV"
"CAM-LNS-05";"10.3.117.205";"CFTV"
"CAM-LNS-06";"10.3.117.206";"CFTV"
"CAM-LON-01";"10.3.32.201";"CFTV"
"CAM-LON-02";"10.3.32.202";"CFTV"
"CAM-LON-03";"10.3.32.203";"CFTV"
"CAM-LON-04";"10.3.32.204";"CFTV"
"CAM-LON-05";"10.3.32.205";"CFTV"
"CAM-LON-06";"10.3.32.206";"CFTV"
"CAM-LON-07";"10.3.32.207";"CFTV"
"CAM-LON-08";"10.3.32.208";"CFTV"
"CAM-LON-09";"10.3.32.209";"CFTV"
"CAM-LON-10";"10.3.32.210";"CFTV"
"CAM-LON-11";"10.3.32.211";"CFTV"
"CAM-LON-TELECOM";"10.3.32.200";"CFTV"
"CAM-MBR-01";"10.3.126.201";"CFTV"
"CAM-MBR-02";"10.3.126.202";"CFTV"
"CAM-MBR3-01";"10.3.119.201";"CFTV"
"CAM-MBR3-02";"10.3.119.202";"CFTV"
"CAM-MBR3-03";"10.3.119.203";"CFTV"
"CAM-MBR3-04";"10.3.119.204";"CFTV"
"CAM-MBR3-05";"10.3.119.205";"CFTV"
"CAM-MBR3-06";"10.3.119.206";"CFTV"
"CAM-MCH-01";"10.3.82.201";"CFTV"
"CAM-MCH-02";"10.3.82.202";"CFTV"
"CAM-MCL-01";"10.2.83.200";"CFTV"
"CAM-MCL-02";"10.2.83.201";"CFTV"
"CAM-MIM-01";"10.2.21.200";"CFTV"
"CAM-MIM-02";"10.2.21.201";"CFTV"
"CAM-MIS-01";"10.3.75.201";"CFTV"
"CAM-MIS-02";"10.3.75.202";"CFTV"
"CAM-MIS-03";"10.3.75.203";"CFTV"
"CAM-MIS-04";"10.3.75.204";"CFTV"
"CAM-MRO2-05";"10.3.50.200";"CFTV"
"CAM-NPE2-01";"10.2.81.200";"CFTV"
"CAM-NPE2-02";"10.2.81.201";"CFTV"
"CAM-NPE2-03";"10.2.81.202";"CFTV"
"CAM-NPE2-04";"10.2.81.203";"CFTV"
"CAM-NPR2-01";"10.3.99.200";"CFTV"
"CAM-NPR2-02";"10.3.99.201";"CFTV"
"CAM-NSR-01";"10.3.89.201";"CFTV"
"CAM-NSR-02";"10.3.89.202";"CFTV"
"CAM-NSR-03";"10.3.89.203";"CFTV"
"CAM-NSR-04";"10.3.89.204";"CFTV"
"CAM-NSR-05";"10.3.89.205";"CFTV"
"CAM-NSR-06";"10.3.89.206";"CFTV"
"CAM-NSR-07";"10.3.89.207";"CFTV"
"CAM-NSR-08";"10.3.89.208";"CFTV"
"CAM-NSR-09";"10.3.89.209";"CFTV"
"CAM-NSR-10";"10.3.89.210";"CFTV"
"CAM-NSR-11";"10.3.89.211";"CFTV"
"CAM-NSR-12";"10.3.89.212";"CFTV"
"CAM-NSR-13";"10.3.89.213";"CFTV"
"CAM-NSR-14";"10.3.89.214";"CFTV"
"CAM-NSR-Telecom";"10.3.89.200";"CFTV"
"CAM-OSO2-01";"10.3.93.201";"CFTV"
"CAM-PAL-01";"10.3.43.201";"CFTV"
"CAM-PAL-02";"10.3.43.202";"CFTV"
"CAM-PAL-03";"10.3.43.203";"CFTV"
"CAM-PAL-04";"10.3.43.204";"CFTV"
"CAM-PAL-05";"10.3.43.205";"CFTV"
"CAM-PFU-01";"10.3.77.200";"CFTV"
"CAM-PFU-02";"10.3.77.201";"CFTV"
"CAM-PFU-03";"10.3.77.202";"CFTV"
"CAM-PGR-01";"10.3.114.201";"CFTV"
"CAM-PGR-02";"10.3.114.202";"CFTV"
"CAM-PGR-03";"10.3.114.203";"CFTV"
"CAM-PGR-04";"10.3.114.204";"CFTV"
"CAM-PGR-05";"10.3.114.205";"CFTV"
"CAM-PGR-06";"10.3.114.206";"CFTV"
"CAM-SCR1-01";"10.3.25.201";"CFTV"
"CAM-SCR1-02";"10.3.25.202";"CFTV"
"CAM-SED-CPD-01";"172.16.104.45";"CFTV"
"CAM-SED-TELECOM-01";"10.3.1.201";"CFTV"
"CAM-SED-TELECOM-02";"10.3.1.202";"CFTV"
"CAM-SED-TELEFONIA";"10.3.1.200";"CFTV"
"CAM-SID-01";"10.3.56.200";"CFTV"
"CAM-SID-02";"10.3.56.201";"CFTV"
"CAM-SID-03";"10.3.56.202";"CFTV"
"CAM-SMA3-01";"10.3.95.200";"CFTV"
"CAM-SMA3-02";"10.3.95.201";"CFTV"
"CAM-SMA3-03";"10.3.95.202";"CFTV"
"CAM-SMA3-04";"10.3.95.203";"CFTV"
"CAM-SMA3-05";"10.3.95.204";"CFTV"
"CAM-SMA3-06";"10.3.95.205";"CFTV"
"CAM-SMA3-07";"10.3.95.206";"CFTV"
"CAM-SMA3-08";"10.3.95.207";"CFTV"
"CAM-SOS-01";"10.3.76.201";"CFTV"
"CAM-SOS-02";"10.3.76.202";"CFTV"
"CAM-SOS-03";"10.3.76.203";"CFTV"
"CAM-SOS-04";"10.3.76.204";"CFTV"
"CAM-SOS-05";"10.3.76.205";"CFTV"
"CAM-SSA-01";"10.3.63.201";"CFTV"
"CAM-SSA-02";"10.3.63.202";"CFTV"
"CAM-SSA-03";"10.3.63.203";"CFTV"
"CAM-SSA-04";"10.3.63.204";"CFTV"
"CAM-SSA-05";"10.3.63.205";"CFTV"
"CAM-SSA-06";"10.3.63.206";"CFTV"
"CAM-STA-01";"10.3.66.200";"CFTV"
"CAM-STA-02";"10.3.66.201";"CFTV"
"CAM-STA-03";"10.3.66.202";"CFTV"
"CAM-STA-04";"10.3.66.203";"CFTV"
"CAM-STA-05";"10.3.66.204";"CFTV"
"CAM-STA-06";"10.3.66.205";"CFTV"
"CAM-STA-07";"10.3.66.206";"CAMERAS"
"CAM-STA-08";"10.3.66.207";"CFTV"
"CAM-STA-09";"10.3.66.208";"CFTV"
"CAM-STA-10";"10.3.66.209";"CFTV"
"CAM-STA-11";"10.3.66.210";"CFTV"
"CAM-STA-12";"10.3.66.211";"CFTV"
"CAM-STA-13";"10.3.66.212";"CFTV"
"CAM-TPR2-01";"10.13.77.201";"CFTV"
"CAM-TPR2-02";"10.3.74.201";"CFTV"
"CAM-TPR2-03";"10.3.74.200";"CFTV"
"CAM-UHBC-CF-EXT";"10.3.26.202";"CFTV"
"CAM-UHBC-CF-INT";"10.3.26.203";"CFTV"
"CAM-UHBC-Montante";"10.3.26.200";"CFTV"
"CAM-UHJB-Canal-Fuga";"10.3.44.108";"CFTV"
"CAM-UHJB-Cubiculo";"10.3.44.104";"CFTV"
"CAM-UHJB-Descarga";"10.3.44.105";"CFTV"
"CAM-UHJB-Tomada";"10.3.44.106";"CFTV"
"CAM-UHJB-UG1";"10.3.44.101";"CFTV"
"CAM-UHJB-UG2";"10.3.44.102";"CFTV"
"CAM-UHJB-UG3";"10.3.44.103";"CFTV"
"CAM-UHJB-09-Vertedouro";"10.3.44.110";"CFTV"
"CAM-UHPJ-Comporta-Flap";"10.3.92.211";"CFTV"
"CAM-UHPJ-Descarga-Montagem";"10.3.92.224";"CFTV"
"CAM-UHPJ-Estacionamento";"10.3.92.205";"CFTV"
"CAM-UHPJ-Galeria-Turbinas";"10.3.92.230";"CFTV"
"CAM-UHPJ-Geradores";"10.3.92.223";"CFTV"
"CAM-UHPJ-Guarita";"10.3.92.217";"CFTV"
"CAM-UHPJ-Mec-Inf";"10.3.92.229";"CFTV"
"CAM-UHPJ-Mec-Sup";"10.3.92.228";"CFTV"
"CAM-UHPJ-Regua-Montante";"10.3.92.222";"CFTV"
"CAM-UHPJ-SE-ROQ";"10.3.92.245";"CFTV"
"CAM-UHPJ-Sala-Paineis-1";"10.3.92.203";"CFTV"
"CAM-UHPJ-Sala-Paineis-2";"10.3.92.204";"CFTV"
"CAM-UHPJ-Tomada-Agua";"10.3.92.208";"CFTV"
"CAM-UHPJ-UG1";"10.3.92.207";"CFTV"
"CAM-UHPJ-UG2";"10.3.92.206";"CFTV"
"CAM-UHPJ-Vertedouro-1";"10.3.92.209";"CFTV"
"CAM-UHPJ-Vertedouro-2";"10.3.92.210";"CFTV"
"CAM-UHPJ-Vertedouro-3";"10.3.92.212";"CFTV"
"CAM-UHPJ-Vertedouro-4";"10.3.92.213";"CFTV"
"CAM-UHPJ-Vertedouro-5";"10.3.92.214";"CFTV"
"CAM-UHPJ-Vertedouro-6";"10.3.92.215";"CFTV"
"CAM-UHPJ-Vertedouro-7";"10.3.92.216";"CFTV"
"CAM-UHSD-Caixa-Separadora-Oleo";"10.3.58.211";"CFTV"
"CAM-UHSD-Hidraulica";"10.3.58.213";"CFTV"
"CAM-UHSD-Jusante";"10.3.58.214";"CFTV"
"CAM-UHSD-Montagem";"10.3.58.203";"CFTV"
"CAM-UHSD-Poco-Drenagem";"10.3.58.212";"CFTV"
"CAM-UHSD-Tomada";"10.3.58.210";"CFTV"
"CAM-UHSD-10-Torre-Telecom";"192.168.58.25";"CFTV"
"CAM-UHSD-UG1";"10.3.58.202";"CFTV"
"CAM-UHSD-UG2";"10.3.58.201";"CFTV"
"CAM-UHSD-Vertedouro1-Estatica";"10.3.58.209";"CFTV"
"CAM-UHSD-Vertedouro2-Comporta";"10.3.58.200";"CFTV"
"CAM-UHSD-Vertedouro2-Estatica";"10.3.58.206";"CFTV"
"CAM-VIN-01";"10.3.116.205";"CFTV"
"CAM-VIN-02";"10.3.116.204";"CFTV"
"CAM-XAN-01";"10.3.35.201";"CFTV"
"CAM-XAN-02";"10.3.35.202";"CFTV"
"CAM-MIM2-01";"10.3.129.206";"CFTV"
"CAM-XAN-04";"10.3.35.204";"CFTV"
"CAM-XAN-05";"10.3.35.205";"CFTV"
"CAM-XAN-06";"10.3.35.206";"CFTV"
"CAM-YTA-01";"10.3.52.201";"CFTV"
"CAM-YTA-02";"10.3.52.202";"CFTV"
"CAM-YTA-03";"10.3.52.203";"CFTV"
"CAM-YTA-04";"10.3.52.204";"CFTV"
"CAM-BIG-08";"10.3.29.209";"CFTV"
"CAM-CBA-03";"10.3.19.202";"CFTV"
"FW-MRO2-PRI";"172.20.155.126";"Industrial"
"FW-MRO2-SEC";"172.20.155.254";"Industrial"
"FW-SPA2-PRI";"172.20.152.126";"Industrial"
"FW-SPA2-SEC";"172.20.152.254";"Industrial"
"CVO_PRI";"172.20.207.124";"Discovered hosts"
"LIV3_PRI";"172.20.224.124";"Discovered hosts"
"JLAB_PRI";"172.16.85.126";"Discovered hosts"
"JLAB_SEC";"172.16.85.254";"Discovered hosts"
"CAM-CNG2-01";"10.3.96.201";"CFTV"
"CAM-CNG2-02";"10.3.96.202";"CFTV"
"CAM-CNG2-03";"10.3.96.203";"CFTV"
"CAM-CNG2-04";"10.3.96.204";"CFTV"
"CAM-CNG2-05";"10.3.96.205";"CFTV"
"CAM-CNG2-06";"10.3.96.206";"CFTV"
"CAM-CNG2-07";"10.3.96.207";"CFTV"
"CAM-CNG2-08";"10.3.96.208";"CFTV"
"CAM-CNG2-09";"10.3.96.209";"CFTV"
"CAM-LIV3-01";"10.3.79.204";"CFTV"
"CAM-LIV3-02";"10.3.79.205";"CFTV"
"CNG2_PRI";"172.20.222.124";"Discovered hosts"
"CAX5_SEC";"172.16.79.124";"Roteadores Telecontrole"
"COC-SERV1";"172.16.106.1";"Linux servers"
"COC-SERV2";"172.16.106.2";"Linux servers"
"FW-COSE-PRI";"172.30.1.21";"Industrial"
"FW-COSE-SEC";"172.30.1.22";"Industrial"
"SW3-MIM2";"10.6.129.1";"SW-Extreme"
"SW3-MIM2-DM4050";"10.6.129.9";"Corporativa"
"CAM-MIM2-02";"10.3.129.205";"CFTV"
"CAM-MIM2-03";"10.3.129.210";"CFTV"
"CAM-MIM2-04";"10.3.129.208";"CFTV"
"CAM-MIM2-05";"10.3.129.207";"CFTV"
"CAM-MIM2-06";"10.3.129.209";"CFTV"
"CAM-MIM2-07";"10.3.129.204";"CFTV"
"CAM-MIM2-08";"10.3.129.202";"CFTV"
"CAM-MIM2-09-G";"10.3.129.201";"CFTV"
"CAM-MIM2-09-SB";"10.3.129.203";"CFTV"
"COI-SERV1";"172.16.94.1";"Linux servers"
"COI-SERV2";"172.16.94.2";"Linux servers"
"COI-MANUT";"172.16.94.4";"Linux servers"
"GAS2_SEC";"172.31.84.1";"Roteadores Telecontrole"
"GAS2_PRI";"172.30.84.1";"Roteadores Telecontrole"
"JOI_SEC";"172.31.34.1";"Discovered hosts"
"PME_SEC1";"172.16.92.188";"Discovered hosts"
"PME_SEC2";"172.20.161.252";"Discovered hosts"
"CAM-CNO-13";"10.3.64.214";"CFTV"
"CAM-CNO-14";"10.3.64.215";"CFTV"
"zdb04agent2";"10.0.41.195";"Zabbix servers"
"CEF-ABT-050";"10.2.54.48";"Corporativa"
"CEF-ANA-801";"10.2.91.48";"Corporativa"
"CEF-ARE-037";"10.2.33.48";"Corporativa"
"CEF-ARE-038";"10.2.33.47";"Corporativa"
"CEF-ATL2-064";"10.2.94.48";"Corporativa"
"CEF-BIG-039";"10.2.29.48";"Corporativa"
"CEF-BLU-023";"10.2.65.48";"Corporativa"
"CEF-BLU-024";"10.2.65.47";"Corporativa"
"CEF-CAN-077";"10.2.61.48";"Corporativa"
"CEF-CAP-016";"10.2.41.46";"Corporativa"
"CEF-CAP-022";"10.2.41.48";"Corporativa"
"CEF-CAP-030";"10.2.41.47";"Corporativa"
"CEF-CAX-084";"10.2.70.48";"Corporativa"
"CEF-CAX5-079";"10.2.88.48";"Corporativa"
"CEF-CAX6-091";"10.2.85.48";"Corporativa"
"CEF-CBA-047";"10.2.19.46";"Corporativa"
"CEF-CBA-048";"10.2.19.48";"Corporativa"
"CEF-CBA-049";"10.2.19.47";"Corporativa"
